iter	Passed	Remaining
202	28798	113065
203	28921	112849
204	29058	112690
205	29187	112499
206	29320	112322
207	29437	112087
208	29575	111932
209	29700	111730
210	29827	111535
211	29959	111358
212	30106	111238
213	30275	111199
214	30430	111106
215	30602	111074
216	30727	110874
217	30889	110804
218	31033	110670
219	31160	110478
220	31328	110429
221	31473	110299
222	31635	110227
223	31769	110057
224	31966	110106
225	32131	110042
226	32319	110058
227	32472	109950
228	32727	110186
229	32915	110194
230	33104	110206
231	33259	110101
232	33406	109967
233	33562	109868
234	33696	109691
235	33839	109549
236	33978	109389
237	34087	109136
238	34242	109030
239	34371	108841
240	34480	108593
241	34638	108497
242	34741	108227
243	34857	108000
244	35018	107914
245	35121	107649
246	35264	107505
247	35386	107300
248	35530	107161
249	35666	106998
250	35782	106776
251	35881	106505
252	36005	106308
253	36140	106145
254	36290	106024
255	36400	105787
256	36535	105625
257	36656	105423
258	36794	105270
259	36928	105104
260	37090	105017
261	37211	104817
262	37336	104626
263	37470	104463
264	37609	104312
265	37727	104103
266	37889	104018
267	38001	103794
268	38154	103683
269	38310	103581
270	38444	103416
271	38588	103282
272	38743	103174
273	38890	103045
274	39054	102960
275	39200	102829
276	39461	102997
277	39619	102896
278	39850	102983
279	40175	103307
280	40335	103206
281	40518	103163
282	40637	102957
283	40738	102707
284	40849	102480
285	40951	102236
286	41091	102083
287	41239	101953
288	41382	101809
289	41503	101611
290	41619	101403
291	41741	101208
292	41870	101033
293	41985	100822
294	42104	100623
295	42249	100484
296	42367	100284
297	42485	100084
298	42618	99918
299	42736	99717
300	42867	99549
301	42992	99367
302	43121	99193
303	43248	99016
304	43357	98797
305	43474	98599
306	43581	98377
307	43697	98177
308	43806	97962
309	43911	97738
310	44034	97555
311	44144	97344
312	44286	97204
313	44404	97011
314	44560	96902
315	44704	96765
316	44829	96589
317	44937	96375
318	45043	96159
319	45156	95956
320	45300	95822
321	45447	95694
322	45653	95689
323	45794	95546
324	45956	95448
325	46105	95322
326	46241	95169
327	46345	94952
328	46502	94842
329	46656	94727
330	46790	94569
331	46889	94344
332	47030	94201
333	47131	93981
334	47266	93828
335	47467	93805
336	47603	93653
337	47733	93489
338	47849	93299
339	47980	93138
340	48111	92978
341	48222	92778
342	48348	92609
343	48474	92440
344	48645	92356
345	48908	92446
346	49090	92379
347	49328	92420
348	49520	92372
349	49652	92211
350	49787	92058
351	49946	91946
352	50087	91803
353	50223	91649
354	50349	91480
355	50499	91353
356	50657	91240
357	50818	91133
358	50974	91015
359	51148	90930
360	51362	90915
361	51502	90769
362	51705	90733
363	51857	90608
364	52076	90599
365	52259	90525
366	52456	90475
367	52624	90376
368	52759	90219
369	52936	90134
370	53057	89954
371	53179	89775
372	53302	89599
373	53429	89430
374	53583	89306
375	53706	89129
376	53816	88933
377	53937	88754
378	54057	88573
379	54175	88391
380	54296	88213
381	54425	88048
382	54582	87930
383	54737	87808
384	54858	87631
385	55005	87496
386	55120	87309
387	55242	87135
388	55371	86971
389	55510	86823
390	55615	86623
391	55732	86442
392	55855	86270
393	55962	86073
394	56073	85884
395	56202	85722
396	56329	85558
397	56436	85364
398	56547	85175
399	56686	85030
400	56822	84878
401	56952	84720
402	57072	84546
403	57190	84369
404	57321	84213
405	57540	84185
406	57695	84062
407	57831	83912
408	57986	83790
409	58132	83654
410	58255	83485
411	58375	83312
412	58515	83168
413	58650	83017
414	58830	82929
415	58956	82766
416	59072	82588
417	59198	82424
418	59322	82258
419	59462	82114
420	59571	81928
421	59693	81760
422	59808	81582
423	60006	81518
424	60152	81383
425	60282	81225
426	60399	81051
427	60526	80890
428	60643	80716
429	60772	80558
430	60880	80373
431	61006	80212
432	61201	80141
433	61399	80074
434	61611	80023
435	61885	80053
436	62146	80064
437	62421	80093
438	62734	80168
439	62878	80026
440	63031	79897
441	63194	79779
442	63336	79635
443	63484	79498
444	63666	79404
445	63854	79316
446	64008	79186
447	64147	79038
448	64317	78929
449	64490	78821
450	64642	78688
451	64785	78545
452	64916	78386
453	65062	78246
454	65193	78088
455	65351	77963
456	65497	77823
457	65659	77701
458	65831	77591
459	66003	77482
460	66152	77345
461	66330	77241
462	66495	77123
463	66623	76961
464	66770	76821
465	66922	76687
466	67048	76524
467	67169	76354
468	67333	76234
469	67482	76097
470	67630	75958
471	67757	75796
472	67903	75655
473	68048	75513
474	68206	75386
475	68320	75209
476	68443	75043
477	68596	74911
478	68727	74753
479	68828	74564
480	68967	74415
481	69064	74223
482	69172	74042
483	69285	73866
484	69421	73715
485	69545	73552
486	69711	73433
487	69854	73289
488	70006	73156
489	70163	73027
490	70320	72898
491	70443	72734
492	70580	72584
493	70727	72445
494	70886	72318
495	71075	72221
496	71206	72066
497	71356	71929
498	71497	71783
499	71621	71621
500	71775	71489
501	71916	71343
502	72068	71209
503	72186	71041
504	72307	70875
505	72439	70721
506	72560	70557
507	72673	70384
508	72826	70251
509	72952	70091
510	73084	69938
511	73203	69771
512	73333	69617
513	73432	69431
514	73554	69270
515	73662	69093
516	73796	68943
517	73922	68785
518	74067	68644
519	74205	68497
520	74330	68338
521	74483	68204
522	74618	68055
523	74742	67896
524	74873	67742
525	75036	67618
526	75158	67457
527	75294	67308
528	75444	67172
529	75577	67021
530	75711	66870
531	75814	66693
532	75927	66525
533	76069	66382
534	76182	66214
535	76305	66055
536	76413	65883
537	76522	65712
538	76633	65543
539	76757	65386
540	76868	65217
541	76997	65064
542	77128	64912
543	77268	64769
544	77400	64618
545	77537	64472
546	77703	64350
547	77869	64227
548	78016	64089
549	78142	63934
550	78262	63774
551	78393	63623
552	78515	63465
553	78628	63300
554	78737	63131
555	78875	62986
556	79003	62834
557	79132	62681
558	79264	62532
559	79458	62431
560	79775	62427
561	79994	62344
562	80194	62246
563	80361	62123
564	80726	62152
565	80895	62029
566	81089	61925
567	81320	61849
568	81502	61735
569	81738	61662
570	82036	61634
571	82267	61556
572	82522	61495
573	82691	61370
574	82834	61225
575	82958	61066
576	83100	60921
577	83258	60787
578	83391	60635
579	83517	60477
580	83631	60312
581	83758	60156
582	83876	59994
583	84007	59840
584	84139	59688
585	84291	59550
586	84507	59457
587	84796	59415
588	84994	59308
589	85173	59188
590	85373	59082
591	85551	58961
592	85774	58870
593	86047	58813
594	86274	58724
595	86559	58674
596	86730	58546
597	86918	58429
598	87137	58334
599	87302	58201
600	87496	58088
601	87688	57973
602	87882	57859
603	88182	57814
604	88409	57722
605	88609	57610
606	88924	57574
607	89151	57479
608	89478	57448
609	89740	57375
610	90017	57310
611	90235	57207
612	90447	57101
613	90723	57034
614	90919	56916
615	91224	56867
616	91444	56763
617	91589	56613
618	91745	56469
619	91969	56368
620	92172	56253
621	92381	56142
622	92550	56005
623	92734	55878
624	92910	55746
625	93069	55603
626	93233	55464
627	93438	55348
628	93635	55228
629	93813	55096
630	93995	54967
631	94154	54823
632	94339	54696
633	94528	54570
634	94774	54476
635	94966	54351
636	95132	54211
637	95309	54078
638	95524	53966
639	95696	53829
640	95849	53681
641	96001	53533
642	96143	53379
643	96277	53221
644	96434	53076
645	96593	52932
646	96733	52777
647	96902	52638
648	97044	52484
649	97192	52334
650	97404	52218
651	97547	52065
652	97704	51919
653	97882	51784
654	98039	51638
655	98200	51495
656	98390	51366
657	98588	51242
658	98774	51110
659	98911	50954
660	99092	50820
661	99230	50664
662	99396	50522
663	99552	50375
664	99683	50216
665	99846	50072
666	100088	49969
667	100263	49831
668	100442	49695
669	100612	49555
670	100799	49423
671	100940	49268
672	101076	49111
673	101227	48961
674	101438	48840
675	101622	48706
676	101808	48573
677	102027	48455
678	102243	48335
679	102387	48182
680	102564	48044
681	102756	47912
682	102934	47775
683	103103	47632
684	103255	47482
685	103427	47341
686	103594	47197
687	103771	47059
688	103952	46922
689	104166	46799
690	104372	46673
691	104557	46537
692	104755	46407
693	104892	46249
694	105078	46113
695	105236	45965
696	105398	45818
697	105535	45661
698	105695	45514
699	105874	45374
700	106060	45238
701	106227	45093
702	106369	44938
703	106548	44798
704	106700	44647
705	106825	44485
706	106969	44331
707	107128	44183
708	107318	44047
709	107478	43899
710	107647	43755
711	107806	43607
712	107953	43453
713	108085	43294
714	108296	43167
715	108489	43032
716	108658	42887
717	108816	42738
718	108996	42597
719	109207	42469
720	109393	42331
721	109559	42185
722	109745	42046
723	109884	41889
724	110022	41732
725	110186	41585
726	110355	41440
727	110512	41290
728	110684	41146
729	110828	40991
730	110951	40829
731	111100	40676
732	111211	40509
733	111351	40353
734	111513	40205
735	111643	40045
736	111810	39899
737	111969	39750
738	112176	39618
739	112348	39473
740	112551	39339
741	112722	39194
742	112872	39042
743	113004	38883
744	113124	38720
745	113261	38563
746	113376	38399
747	113515	38243
748	113656	38087
749	113773	37924
750	113896	37763
751	114046	37610
752	114170	37450
753	114293	37289
754	114426	37131
755	114561	36974
756	114693	36816
757	114839	36663
758	114964	36503
759	115126	36355
760	115250	36195
761	115376	36036
762	115553	35892
763	115697	35738
764	115835	35583
765	115984	35431
766	116134	35279
767	116267	35122
768	116434	34975
769	116635	34839
770	116832	34701
771	117009	34557
772	117150	34402
773	117345	34263
774	117606	34143
775	117785	34000
776	117994	33864
777	118143	33711
778	118281	33556
779	118430	33403
780	118564	33246
781	118697	33089
782	118875	32944
783	119033	32795
784	119191	32644
785	119335	32490
786	119453	32329
787	119624	32183
788	119781	32032
789	119966	31889
790	120133	31742
791	120270	31586
792	120440	31439
793	120609	31291
794	120839	31159
795	121103	31036
796	121249	30882
797	121446	30741
798	121668	30607
799	121844	30461
800	122040	30319
801	122250	30181
802	122485	30049
803	122648	29899
804	122787	29743
805	122945	29592
806	123111	29443
807	123248	29286
808	123418	29138
809	123585	28989
810	123758	28841
811	123936	28694
812	124129	28551
813	124274	28396
814	124420	28242
815	124562	28087
816	124690	27929
817	124811	27769
818	124973	27619
819	125149	27471
820	125337	27326
821	125658	27210
822	125936	27084
823	126211	26957
824	126470	26827
825	126694	26688
826	126882	26542
827	127067	26395
828	127222	26242
829	127398	26093
830	127589	25947
831	127778	25801
832	127949	25651
833	128109	25499
834	128407	25373
835	128659	25239
836	129055	25132
837	129241	24984
838	129371	24825
839	129490	24664
840	129614	24505
841	129747	24346
842	129927	24197
843	130085	24044
844	130250	23892
845	130474	23750
846	130650	23600
847	130865	23457
848	131074	23312
849	131224	23157
850	131417	23009
851	131560	22853
852	131740	22703
853	131945	22557
854	132137	22409
855	132311	22257
856	132490	22107
857	132657	21954
858	132835	21804
859	133018	21654
860	133189	21502
861	133386	21354
862	133629	21213
863	133886	21074
864	134124	20932
865	134327	20785
866	134522	20636
867	134718	20487
868	134915	20338
869	135082	20184
870	135246	20030
871	135440	19881
872	135781	19752
873	135975	19602
874	136154	19450
875	136325	19297
876	136443	19136
877	136567	18976
878	136722	18820
879	136849	18661
880	136994	18504
881	137142	18347
882	137293	18191
883	137421	18032
884	137577	17877
885	137715	17719
886	137885	17566
887	138047	17411
888	138200	17255
889	138359	17100
890	138503	16943
891	138638	16785
892	138812	16632
893	138961	16476
894	139112	16320
895	139282	16166
896	139401	16007
897	139518	15847
898	139651	15689
899	139776	15530
900	139912	15373
901	140052	15216
902	140192	15059
903	140308	14899
904	140455	14743
905	140587	14586
906	140703	14427
907	140860	14272
908	141004	14116
909	141137	13958
910	141270	13801
911	141374	13641
912	141516	13485
913	141658	13328
914	141777	13170
915	141896	13012
916	142020	12854
917	142123	12695
918	142250	12537
919	142391	12381
920	142551	12227
921	142699	12072
922	142851	11917
923	142971	11759
924	143108	11603
925	143252	11447
926	143402	11292
927	143523	11135
928	143682	10981
929	143802	10823
930	143964	10669
931	144123	10515
932	144301	10362
933	144451	10207
934	144593	10051
935	144743	9896
936	144909	9743
937	145056	9587
938	145221	9434
939	145370	9278
940	145568	9127
941	145717	8971
942	145855	8816
943	145983	8660
944	146109	8503
945	146307	8351
946	146501	8199
947	146661	8044
948	146818	7890
949	146960	7734
950	147108	7579
951	147247	7424
952	147388	7268
953	147518	7113
954	147683	6958
955	147867	6805
956	147994	6649
957	148122	6493
958	148230	6337
959	148360	6181
960	148519	6027
961	148658	5872
962	148764	5715
963	148874	5559
964	148985	5403
965	149107	5248
966	149237	5092
967	149367	4937
968	149487	4782
969	149604	4626
970	149736	4472
971	149919	4318
972	150037	4163
973	150165	4008
974	150355	3855
975	150507	3701
976	150671	3547
977	150829	3392
978	150997	3238
979	151188	3085
980	151346	2931
981	151470	2776
982	151585	2621
983	151766	2467
984	151959	2314
985	152174	2160
986	152383	2007
987	152609	1853
988	152818	1699
989	153101	1546
990	153290	1392
991	153573	1238
992	153748	1083
993	153935	929
994	154106	774
995	154269	619
996	154431	464
997	154603	309
998	154773	154
999	154933	0
