iter	Logloss
771	0.5587263031
772	0.5586970189
773	0.5586426957
774	0.5586149093
775	0.5585839407
776	0.5585461107
777	0.5585125475
778	0.5584760411
779	0.5584460622
780	0.5584133994
781	0.5583862592
782	0.558338304
783	0.5582771749
784	0.5582502685
785	0.5582168485
786	0.5581852524
787	0.5581429359
788	0.5581130941
789	0.5580772225
790	0.5580433002
791	0.5580113017
792	0.5579797925
793	0.5579507901
794	0.5579193278
795	0.5578859341
796	0.557852341
797	0.5578243326
798	0.5577722277
799	0.5577367357
800	0.5577110746
801	0.5576757156
802	0.5576327992
803	0.5576015552
804	0.5575672067
805	0.5575348942
806	0.5575020367
807	0.5574693914
808	0.557434781
809	0.5573995757
810	0.5573479969
811	0.5573153406
812	0.5572839694
813	0.5572545355
814	0.5572263656
815	0.5571986922
816	0.5571726259
817	0.5571387943
818	0.5571079779
819	0.5570562723
820	0.557027701
821	0.5569962911
822	0.5569659486
823	0.5569127466
824	0.5568658706
825	0.5568371132
826	0.5568017079
827	0.5567682891
828	0.5567440005
829	0.5567127604
830	0.5566665811
831	0.5566195117
832	0.5565749585
833	0.5565329517
834	0.5564885703
835	0.5564606529
836	0.5564230238
837	0.5563900635
838	0.5563608801
839	0.5563239116
840	0.5562858171
841	0.5562519956
842	0.5562163674
843	0.5561856058
844	0.5561527697
845	0.5561210159
846	0.5560864563
847	0.5560509195
848	0.5560178147
849	0.5559845188
850	0.5559521165
851	0.5559226859
852	0.5558919428
853	0.5558504371
854	0.5558150574
855	0.5557854581
856	0.5557314366
857	0.5557023932
858	0.5556715458
859	0.5556419869
860	0.555611633
861	0.5555780874
862	0.5555470004
863	0.5555084943
864	0.5554764052
865	0.55544401
866	0.5553993087
867	0.5553701111
868	0.5553329728
869	0.5553016124
870	0.5552705135
871	0.5552345803
872	0.5551719334
873	0.5551401289
874	0.5551075601
875	0.5550779201
876	0.5550431195
877	0.5550099293
878	0.5549743019
879	0.5549442227
880	0.5548855221
881	0.5548550653
882	0.554824015
883	0.5547933137
884	0.5547701872
885	0.5547403116
886	0.5547060307
887	0.5546741983
888	0.5546420722
889	0.5546103937
890	0.5545819896
891	0.5545505228
892	0.5545172012
893	0.554487636
894	0.5544539655
895	0.5544204469
896	0.5543930772
897	0.554365482
898	0.5543354034
899	0.5543066559
900	0.5542742442
901	0.5542487236
902	0.5542218271
903	0.5541886987
904	0.554120517
905	0.5540935213
906	0.5540621849
907	0.5540217735
908	0.5539924653
909	0.5539508305
910	0.5539249194
911	0.5539012914
912	0.5538516185
913	0.5538257526
914	0.5537911702
915	0.5537630159
916	0.5537334486
917	0.5537072134
918	0.5536706711
919	0.5536368348
920	0.5536021599
921	0.5535670149
922	0.5535339955
923	0.5535024374
924	0.5534650211
925	0.5534346601
926	0.5534048068
927	0.553372038
928	0.553338252
929	0.5533121469
930	0.5532755027
931	0.5532444758
932	0.5531900873
933	0.5531573147
934	0.5531266921
935	0.5530982134
936	0.5530696251
937	0.5530431865
938	0.5530131467
939	0.552982788
940	0.5529449851
941	0.5529129557
942	0.5528821117
943	0.5528490612
944	0.5528205321
945	0.55279438
946	0.5527615154
947	0.5527331563
948	0.5526998397
949	0.5526677221
950	0.5526403337
951	0.5526133662
952	0.5525795909
953	0.5525483919
954	0.5525119304
955	0.5524785009
956	0.5524475744
957	0.5524144097
958	0.5523893282
959	0.5523572201
960	0.5523246685
961	0.5522923212
962	0.5522661277
963	0.552236816
964	0.5522058162
965	0.5521750481
966	0.5521466687
967	0.5521110616
968	0.5520761165
969	0.5520440512
970	0.5520106145
971	0.5519842706
972	0.5519555798
973	0.5519262255
974	0.551898395
975	0.5518648405
976	0.551834358
977	0.5518025531
978	0.5517744207
979	0.5517470978
980	0.5517138815
981	0.5516823309
982	0.5516556357
983	0.5516076014
984	0.5515724188
985	0.5515405259
986	0.5515104193
987	0.5514768999
988	0.5514469267
989	0.5513957045
990	0.5513658085
991	0.5513272509
992	0.5512944661
993	0.5512649892
994	0.5512354948
995	0.5512049466
996	0.5511736292
997	0.5511269929
998	0.5510952269
999	0.5510631206
