iter	Accuracy	Logloss
878	0.7332336363	0.5079880608
879	0.7332336363	0.5079732071
880	0.7332336363	0.5079586645
881	0.7332336363	0.5079438945
882	0.7332336363	0.5079288315
883	0.7332336363	0.5079141285
884	0.7332336363	0.5078992852
885	0.7332336363	0.5078843646
886	0.7332336363	0.5078694473
887	0.7332336363	0.507854527
888	0.7332336363	0.5078398192
889	0.7332336363	0.5078249071
890	0.7326584608	0.5078099923
891	0.7326584608	0.5077952895
892	0.7326584608	0.50778037
893	0.7326584608	0.5077655075
894	0.7326584608	0.5077509823
895	0.7326584608	0.5077364795
896	0.7326584608	0.507721693
897	0.7326584608	0.5077072599
898	0.7326584608	0.5076924754
899	0.7326584608	0.5076780318
900	0.7332336363	0.5076636989
901	0.7326584608	0.5076489135
902	0.7326584608	0.5076343032
903	0.7326584608	0.5076195214
904	0.7326584608	0.5076047411
905	0.7326584608	0.5075901314
906	0.7326584608	0.5075753521
907	0.7326584608	0.5075605694
908	0.7326584608	0.5075457983
909	0.7326584608	0.5075314169
910	0.7326584608	0.5075168153
911	0.7326584608	0.5075023126
912	0.7326584608	0.5074879537
913	0.7326584608	0.5074736074
914	0.7326584608	0.5074589875
915	0.7326584608	0.5074442953
916	0.7326584608	0.5074299544
917	0.7326584608	0.5074152545
918	0.7327734959	0.5072603438
919	0.7327734959	0.5072473737
920	0.7327734959	0.5072328746
921	0.7327734959	0.507218283
922	0.7327734959	0.5072039358
923	0.7327734959	0.5071893851
924	0.7327734959	0.5071746755
925	0.7327734959	0.5071602636
926	0.7327734959	0.5071455542
927	0.7327734959	0.5071309277
928	0.7327734959	0.5071162183
929	0.7327734959	0.507101672
930	0.7327734959	0.5070869674
931	0.7327734959	0.5070722618
932	0.7327734959	0.5070575684
933	0.7327734959	0.5070428763
934	0.7327734959	0.5070281895
935	0.7327734959	0.5070135034
936	0.7327734959	0.5069988185
937	0.7327734959	0.5069841354
938	0.7327734959	0.5069694505
939	0.7327734959	0.5069547666
940	0.7327734959	0.5069403072
941	0.7327734959	0.5069247998
942	0.7327734959	0.5069101155
943	0.7327734959	0.5068954309
944	0.7327734959	0.5068809149
945	0.7327734959	0.5068662313
946	0.7327734959	0.5068515469
947	0.7327734959	0.5068368619
948	0.7327734959	0.506822176
949	0.7327734959	0.5068074913
950	0.7327734959	0.5067928091
951	0.7327734959	0.5067781266
952	0.7327734959	0.5067634454
953	0.7327734959	0.50674876
954	0.7327734959	0.506734075
955	0.7327734959	0.5067194081
956	0.7327734959	0.5067050887
957	0.7327734959	0.50669045
958	0.7327734959	0.5066758117
959	0.7327734959	0.5066611753
960	0.7327734959	0.506646727
961	0.7327734959	0.5066323764
962	0.7327734959	0.5066180492
963	0.7327734959	0.5066037312
964	0.7327734959	0.5065891516
965	0.7327734959	0.506574764
966	0.7327734959	0.5065601939
967	0.7327734959	0.5065456241
968	0.7327734959	0.506531062
969	0.7327734959	0.5065165995
970	0.7327734959	0.5065020443
971	0.7327734959	0.5064874923
972	0.7327734959	0.5064729414
973	0.7327734959	0.5064585732
974	0.7327734959	0.5064440254
975	0.7327734959	0.5064294968
976	0.7327734959	0.5064150195
977	0.7327734959	0.5064008427
978	0.7327734959	0.5063863872
979	0.7327734959	0.5063719322
980	0.7327734959	0.5063574762
981	0.7327734959	0.5063430218
982	0.7327734959	0.506328567
983	0.7327734959	0.5063141113
984	0.7327734959	0.5062998061
985	0.7327734959	0.5062853514
986	0.7327734959	0.5062712329
987	0.7327734959	0.5062567776
988	0.7327734959	0.5062426592
989	0.7327734959	0.5062282035
990	0.7327734959	0.5062131618
991	0.7327734959	0.5061987071
992	0.7327734959	0.506184533
993	0.7327734959	0.5061704174
994	0.7327734959	0.5061560404
995	0.7327734959	0.5061415851
996	0.7327734959	0.5061271393
997	0.7327734959	0.5061127047
998	0.7327734959	0.5060982714
999	0.7327734959	0.5060838375
1000	0.7327734959	0.5060694038
1001	0.7327734959	0.5060549713
1002	0.7327734959	0.5060405398
1003	0.7327734959	0.5060261078
1004	0.7327734959	0.5060116753
1005	0.7327734959	0.5059972428
1006	0.7327734959	0.5059828111
1007	0.7327734959	0.5059683797
1008	0.7327734959	0.5059540218
1009	0.7327734959	0.5059395898
1010	0.7327734959	0.5059253028
1011	0.7327734959	0.5059112051
1012	0.7327734959	0.5058959908
1013	0.7327734959	0.505881559
1014	0.7327734959	0.5058672048
1015	0.7327734959	0.5058527722
1016	0.7327734959	0.5058383393
1017	0.7327734959	0.5058241919
1018	0.7327734959	0.5058097589
1019	0.7327734959	0.5057956708
1020	0.7327734959	0.5057812384
1021	0.7327734959	0.5057670932
1022	0.7327734959	0.5057526614
1023	0.7327734959	0.5057385201
1024	0.7327734959	0.5057241161
1025	0.7327734959	0.5057098005
1026	0.7327734959	0.505695413
1027	0.7327734959	0.5056811014
1028	0.7327734959	0.5056668662
1029	0.7327734959	0.505652481
1030	0.7327734959	0.5056380936
1031	0.7327734959	0.5056235791
1032	0.7327734959	0.5056092208
1033	0.7327734959	0.5055950189
1034	0.7327734959	0.5055806885
1035	0.7327734959	0.5055665022
1036	0.7327734959	0.5055521817
1037	0.7327734959	0.5055378609
1038	0.7327734959	0.5055235429
1039	0.7327734959	0.5055094269
1040	0.7327734959	0.5054953119
1041	0.7327734959	0.5054810063
1042	0.7327734959	0.5054667033
1043	0.7327734959	0.5054524698
1044	0.7327734959	0.5054382388
1045	0.7327734959	0.5054239413
1046	0.7327734959	0.5054096435
1047	0.7327734959	0.5053953485
1048	0.7327734959	0.5053810818
1049	0.7327734959	0.5053668683
1050	0.7327734959	0.5053526598
1051	0.7327734959	0.5053384518
1052	0.7327734959	0.5053242439
1053	0.7327734959	0.5053100359
1054	0.7327734959	0.505295828
1055	0.7327734959	0.5052816198
1056	0.7327734959	0.5052674644
1057	0.7327734959	0.5052532566
1058	0.7327734959	0.5052390487
1059	0.7327734959	0.5052248938
1060	0.7327734959	0.5052106855
1061	0.7327734959	0.505196585
1062	0.7327734959	0.5051823764
1063	0.7327734959	0.5051681683
1064	0.732888531	0.5049962581
1065	0.732888531	0.5049820248
1066	0.732888531	0.5049678325
1067	0.732888531	0.5049536079
1068	0.732888531	0.5049393919
1069	0.732888531	0.5049251831
1070	0.732888531	0.5049110078
1071	0.732888531	0.504896801
1072	0.732888531	0.5048825955
1073	0.732888531	0.5048683901
1074	0.732888531	0.5048541853
1075	0.732888531	0.5048400218
1076	0.7327734959	0.5048258593
1077	0.732888531	0.5048118884
1078	0.732888531	0.5047979568
1079	0.732888531	0.5047837524
1080	0.732888531	0.5047698025
1081	0.732888531	0.5047558583
1082	0.732888531	0.504741654
1083	0.732888531	0.5047274495
1084	0.732888531	0.5047132449
1085	0.732888531	0.5046991857
1086	0.7327734959	0.5046849811
1087	0.7327734959	0.5046707766
1088	0.7327734959	0.5046565716
1089	0.7327734959	0.5046423668
1090	0.7327734959	0.504628162
1091	0.7327734959	0.5046141056
1092	0.7327734959	0.5045999004
1093	0.7327734959	0.5045857727
1094	0.7327734959	0.5045715687
1095	0.7327734959	0.5045573685
1096	0.7327734959	0.5045431821
1097	0.7327734959	0.504529208
1098	0.7327734959	0.5045150452
1099	0.7327734959	0.5045009035
1100	0.7327734959	0.5044867641
1101	0.7327734959	0.5044729473
1102	0.7327734959	0.5044588078
1103	0.7327734959	0.5044446688
1104	0.7330035661	0.5042816053
1105	0.7330035661	0.5042674487
1106	0.7330035661	0.5042532966
1107	0.7330035661	0.5042393007
1108	0.7330035661	0.5042251525
1109	0.7330035661	0.5042110111
1110	0.7330035661	0.5041968733
1111	0.7330035661	0.5041827378
1112	0.7330035661	0.5041687793
1113	0.7330035661	0.5041548705
1114	0.7334637064	0.5040258276
1115	0.7334637064	0.5040116632
1116	0.7334637064	0.5039976387
1117	0.7334637064	0.5039834936
1118	0.7334637064	0.5039692446
1119	0.7334637064	0.503955141
1120	0.7334637064	0.5039402702
1121	0.7334637064	0.5039263548
1122	0.7334637064	0.5039123061
1123	0.7334637064	0.5038983531
1124	0.7334637064	0.5038845201
1125	0.7334637064	0.5038706589
1126	0.7334637064	0.5038558044
1127	0.7334637064	0.503841709
1128	0.7334637064	0.5038276152
1129	0.7334637064	0.5038137206
1130	0.7334637064	0.5037996768
1131	0.7334637064	0.5037856667
1132	0.7334637064	0.503771744
1133	0.7334637064	0.5037579264
1134	0.7334637064	0.5037439269
1135	0.7334637064	0.5037299286
1136	0.7334637064	0.5037159307
1137	0.7334637064	0.5037019329
1138	0.7334637064	0.5036880767
1139	0.7334637064	0.5036740791
1140	0.7334637064	0.5036601625
1141	0.7333486713	0.503646165
1142	0.7333486713	0.5036322106
1143	0.7333486713	0.5036183271
1144	0.7333486713	0.5036043295
1145	0.7333486713	0.5035903319
1146	0.7333486713	0.5035763343
1147	0.7333486713	0.5035623366
1148	0.7333486713	0.5035483389
1149	0.7333486713	0.503534341
1150	0.7333486713	0.5035203865
1151	0.7333486713	0.5035065032
1152	0.7333486713	0.5034925053
1153	0.7333486713	0.5034785082
1154	0.7333486713	0.5034646537
1155	0.7333486713	0.5034507006
1156	0.7333486713	0.5034367046
1157	0.7333486713	0.5034228033
1158	0.7333486713	0.5034088078
1159	0.7333486713	0.5033948127
1160	0.7333486713	0.5033808716
1161	0.7333486713	0.5033670283
1162	0.7333486713	0.5033530339
1163	0.7333486713	0.5033392895
1164	0.7333486713	0.5033253577
1165	0.7333486713	0.5033113637
1166	0.7333486713	0.5032973695
1167	0.7333486713	0.5032833753
1168	0.7333486713	0.5032693809
1169	0.7333486713	0.503255689
1170	0.7333486713	0.5032419605
1171	0.7335787415	0.5030946387
1172	0.7335787415	0.5030807222
1173	0.7335787415	0.5030667036
1174	0.7335787415	0.5030526849
1175	0.7335787415	0.5030386661
1176	0.7335787415	0.5030246473
1177	0.7335787415	0.5030106285
1178	0.7335787415	0.5029968939
1179	0.7335787415	0.502982875
1180	0.7335787415	0.5028594245
1181	0.7335787415	0.5028454953
1182	0.7335787415	0.5028314653
1183	0.7335787415	0.5028176547
1184	0.7335787415	0.5028038714
1185	0.7335787415	0.5027898466
1186	0.7335787415	0.5027758387
1187	0.7335787415	0.5027618419
1188	0.7335787415	0.5027479379
1189	0.7335787415	0.5027339778
1190	0.7335787415	0.5027200805
1191	0.7335787415	0.5027063035
1192	0.7335787415	0.5026925301
1193	0.7335787415	0.5026785729
1194	0.7335787415	0.5026647465
1195	0.7335787415	0.5026507937
1196	0.7335787415	0.5026368465
1197	0.7335787415	0.5026228999
1198	0.7335787415	0.5026092325
1199	0.7335787415	0.5025952864
1200	0.7335787415	0.5025815235
1201	0.7335787415	0.5025677607
1202	0.7335787415	0.5025541387
1203	0.7335787415	0.502540193
1204	0.7335787415	0.5025265099
1205	0.7335787415	0.502512642
1206	0.7335787415	0.502499039
1207	0.7335787415	0.5024850978
1208	0.7335787415	0.5024711763
1209	0.7335787415	0.5024572796
1210	0.7335787415	0.5024433903
1211	0.7335787415	0.5024295027
1212	0.7335787415	0.5024156175
1213	0.7335787415	0.5024018018
1214	0.7335787415	0.5023879172
1215	0.7334637064	0.5023741023
1216	0.7335787415	0.5023589068
1217	0.7334637064	0.5023450248
1218	0.7334637064	0.5023311436
1219	0.7334637064	0.5023171492
1220	0.7334637064	0.5023036046
1221	0.7334637064	0.5022897379
1222	0.7334637064	0.5022758804
1223	0.7334637064	0.502262209
1224	0.7334637064	0.50224855
1225	0.7334637064	0.5022350065
1226	0.7334637064	0.5022212156
1227	0.7334637064	0.5022075285
1228	0.7334637064	0.5021937403
1229	0.7334637064	0.5021800545
1230	0.7334637064	0.5021662679
1231	0.7334637064	0.5021524818
1232	0.7334637064	0.5021386957
1233	0.7334637064	0.50212491
1234	0.7334637064	0.5021113394
1235	0.7334637064	0.5020975538
1236	0.7334637064	0.5020837684
1237	0.7334637064	0.5020701273
1238	0.7334637064	0.5020563419
1239	0.7334637064	0.5020427007
1240	0.7334637064	0.5020289685
1241	0.7334637064	0.5020151831
1242	0.7334637064	0.5020013978
1243	0.7334637064	0.5019876124
1244	0.7334637064	0.5019740716
1245	0.7334637064	0.5019605605
1246	0.7334637064	0.5019467752
1247	0.7334637064	0.5019332992
1248	0.7334637064	0.5019195139
1249	0.7334637064	0.5019057285
1250	0.7334637064	0.5018919431
1251	0.7334637064	0.5018781577
1252	0.7334637064	0.5018646615
1253	0.7334637064	0.5018511177
1254	0.7334637064	0.5018374009
1255	0.7334637064	0.5018236216
1256	0.7334637064	0.5018098516
1257	0.7334637064	0.5017961489
1258	0.7334637064	0.5017823811
1259	0.7333486713	0.5017686134
1260	0.7334637064	0.5017551692
1261	0.7333486713	0.5017414018
1262	0.7334637064	0.5017278711
1263	0.7333486713	0.5017141037
1264	0.7333486713	0.5017003364
1265	0.7333486713	0.5016865691
1266	0.7333486713	0.5016730893
1267	0.7333486713	0.5016593221
1268	0.7333486713	0.5016459189
1269	0.7333486713	0.5016321517
1270	0.7333486713	0.5016183845
1271	0.7333486713	0.5016046173
1272	0.7333486713	0.5015911253
1273	0.7333486713	0.501577358
1274	0.7333486713	0.5015635906
1275	0.7333486713	0.5015498233
1276	0.7333486713	0.5015360569
1277	0.7333486713	0.5015222919
1278	0.7333486713	0.5015088073
1279	0.7333486713	0.5014950484
1280	0.7333486713	0.501481309
1281	0.7333486713	0.5014675885
1282	0.7333486713	0.5014538708
1283	0.7333486713	0.5014401541
1284	0.7333486713	0.5014267357
1285	0.7333486713	0.5014130199
1286	0.7333486713	0.5013993056
1287	0.7333486713	0.5013855952
1288	0.7333486713	0.5013718893
1289	0.7333486713	0.5013583725
1290	0.7333486713	0.5013446673
1291	0.7333486713	0.5013309622
1292	0.7333486713	0.5013175479
1293	0.7334637064	0.5012325382
1294	0.7334637064	0.501218805
1295	0.7334637064	0.5012051629
1296	0.7334637064	0.5011915213
1297	0.7334637064	0.5011778121
1298	0.7334637064	0.5011641893
1299	0.7334637064	0.501150511
1300	0.7334637064	0.5011368354
1301	0.7333486713	0.5011231619
1302	0.7333486713	0.5011094887
1303	0.7333486713	0.5010959509
1304	0.7333486713	0.5010824839
1305	0.7333486713	0.5010688188
1306	0.7333486713	0.5010551584
1307	0.7333486713	0.5010414994
1308	0.7333486713	0.5010280399
1309	0.7333486713	0.5010143828
1310	0.7333486713	0.5010007264
1311	0.7333486713	0.5009870737
1312	0.7333486713	0.5009734305
1313	0.7333486713	0.500959799
1314	0.7333486713	0.5009461779
1315	0.7333486713	0.5009325178
1316	0.7333486713	0.5009191474
1317	0.7333486713	0.5009055871
1318	0.7333486713	0.5008920285
1319	0.7333486713	0.500878471
1320	0.7333486713	0.5008650188
1321	0.7333486713	0.5008514628
1322	0.7333486713	0.5008381605
1323	0.7333486713	0.500824605
1324	0.7333486713	0.5008110493
1325	0.7333486713	0.5007977478
1326	0.7334637064	0.500642144
1327	0.7334637064	0.5006287046
1328	0.7334637064	0.5006151283
1329	0.7334637064	0.5006016418
1330	0.7334637064	0.5005880671
1331	0.7334637064	0.5005744924
1332	0.7334637064	0.5005609178
1333	0.7334637064	0.5005473431
1334	0.7334637064	0.5005338241
1335	0.7334637064	0.5005202495
1336	0.7334637064	0.5005067305
1337	0.7334637064	0.5004931559
1338	0.7334637064	0.5004797742
1339	0.7334637064	0.5004662552
1340	0.7334637064	0.5004526804
1341	0.7334637064	0.5004391056
1342	0.7334637064	0.5004255307
1343	0.7334637064	0.5004122163
1344	0.7334637064	0.5003987483
1345	0.7334637064	0.5003852805
1346	0.7334637064	0.5003717077
1347	0.7334637064	0.5003583645
1348	0.7334637064	0.5003447993
1349	0.7334637064	0.5003312921
1350	0.7334637064	0.5003177886
1351	0.7334637064	0.5003043382
1352	0.7334637064	0.5002907813
1353	0.7334637064	0.5002775083
1354	0.7334637064	0.5002639526
1355	0.7334637064	0.5002503975
1356	0.7334637064	0.5002368425
1357	0.7334637064	0.5002232877
1358	0.7334637064	0.5002100221
1359	0.7334637064	0.5001967214
1360	0.7334637064	0.5001831667
1361	0.7334637064	0.5001696121
1362	0.7334637064	0.5001563118
1363	0.7334637064	0.5001427572
1364	0.7334637064	0.5001292025
1365	0.7334637064	0.5001156479
1366	0.7334637064	0.5001020933
1367	0.7334637064	0.5000885387
1368	0.7334637064	0.5000751538
1369	0.7334637064	0.4999655361
1370	0.7334637064	0.4999519337
1371	0.7334637064	0.499938359
1372	0.7334637064	0.4999250432
1373	0.7334637064	0.4999114692
1374	0.7334637064	0.4998979017
1375	0.7334637064	0.4998843377
1376	0.7334637064	0.4998708935
1377	0.7334637064	0.4998573301
1378	0.7334637064	0.4998438302
1379	0.7334637064	0.4998302712
1380	0.7334637064	0.4998167157
1381	0.7334637064	0.4998031605
1382	0.7334637064	0.4997896052
1383	0.7334637064	0.4997763419
1384	0.7334637064	0.4997628475
1385	0.7334637064	0.4997494606
1386	0.7334637064	0.499735905
1387	0.7334637064	0.4997226058
1388	0.7334637064	0.4997091676
1389	0.7334637064	0.4996956128
1390	0.7334637064	0.4996820778
1391	0.7334637064	0.4996686127
1392	0.7334637064	0.4996551063
1393	0.7334637064	0.4996416207
1394	0.7334637064	0.499628136
1395	0.7334637064	0.4996146518
1396	0.7334637064	0.4996011679
1397	0.7334637064	0.4995876839
1398	0.7334637064	0.4995743678
1399	0.7334637064	0.4995608841
1400	0.7334637064	0.4995475683
1401	0.7334637064	0.4995340888
1402	0.7334637064	0.4995193079
1403	0.7334637064	0.4995059284
1404	0.7334637064	0.4994924645
1405	0.7334637064	0.4994790052
1406	0.7334637064	0.499465548
1407	0.7334637064	0.4994521364
1408	0.7334637064	0.4994386817
1409	0.7334637064	0.4994252294
1410	0.7334637064	0.4994117801
1411	0.7334637064	0.4993985196
1412	0.7334637064	0.4993850714
1413	0.7334637064	0.4993716706
1414	0.7334637064	0.4993582292
1415	0.7334637064	0.4993449692
1416	0.7334637064	0.4993315294
1417	0.7334637064	0.4993181339
1418	0.7334637064	0.4993048185
1419	0.7334637064	0.4992914332
1420	0.7334637064	0.4992781592
1421	0.7334637064	0.4992647538
1422	0.7334637064	0.4992514913
1423	0.7334637064	0.4992380025
1424	0.7334637064	0.499224751
1425	0.7334637064	0.4992113955
1426	0.7334637064	0.4991980419
1427	0.7334637064	0.4991846895
1428	0.7334637064	0.4991713377
1429	0.7334637064	0.4991581128
1430	0.7334637064	0.4991447622
1431	0.7334637064	0.4991314119
1432	0.7334637064	0.4991180615
1433	0.7334637064	0.4991047783
1434	0.7334637064	0.4990915885
1435	0.7334637064	0.4990782784
1436	0.7334637064	0.4990649288
1437	0.7334637064	0.4990516537
1438	0.7334637064	0.499038344
1439	0.7334637064	0.4990249944
1440	0.7334637064	0.4990117749
1441	0.7334637064	0.4989984252
1442	0.7334637064	0.4989850756
1443	0.7334637064	0.4989084307
1444	0.7334637064	0.4988950693
1445	0.7334637064	0.4988817079
1446	0.7334637064	0.4988683464
1447	0.7334637064	0.4988550789
1448	0.7334637064	0.4988417567
1449	0.7334637064	0.4988283952
1450	0.7334637064	0.4988151863
1451	0.7334637064	0.4988018248
1452	0.7334637064	0.4987884631
1453	0.7334637064	0.498775305
1454	0.7334637064	0.4987619447
1455	0.7334637064	0.4987488125
1456	0.7334637064	0.4987355121
1457	0.7334637064	0.4987222133
1458	0.7334637064	0.4987090984
1459	0.7334637064	0.4986957448
1460	0.7334637064	0.4986826328
1461	0.7334637064	0.4986692814
1462	0.7334637064	0.4986559885
1463	0.7334637064	0.4986426962
1464	0.7334637064	0.4986295056
1465	0.7334637064	0.4986162706
1466	0.7334637064	0.4986029362
1467	0.7334637064	0.4985898298
1468	0.7334637064	0.4985764974
1469	0.7334637064	0.4985631653
1470	0.7334637064	0.4985500667
1471	0.7334637064	0.4985367347
1472	0.7334637064	0.4985234029
1473	0.7334637064	0.4985100711
1474	0.7334637064	0.4984970085
1475	0.7334637064	0.4984836767
1476	0.7334637064	0.4984703449
1477	0.7334637064	0.4984570703
1478	0.7334637064	0.4984437384
1479	0.7334637064	0.4984304064
1480	0.7334637064	0.4984172745
1481	0.7334637064	0.4984039998
1482	0.7334637064	0.4983907777
1483	0.7334637064	0.4983777175
1484	0.7334637064	0.4983643853
1485	0.7334637064	0.4983512541
1486	0.7334637064	0.4983379217
1487	0.7334637064	0.4983246469
1488	0.7334637064	0.4983115874
1489	0.7334637064	0.498298255
1490	0.7334637064	0.4982849224
1491	0.7334637064	0.4982715899
1492	0.7334637064	0.4982583151
1493	0.7334637064	0.4982452228
1494	0.7334637064	0.4982318901
1495	0.7338088117	0.4980909278
1496	0.7338088117	0.4980775884
1497	0.7338088117	0.498064375
1498	0.7338088117	0.4980510148
1499	0.7338088117	0.4980378119
