iter	Passed	Remaining
1172	13642	3803
1173	13654	3791
1174	13665	3779
1175	13677	3768
1176	13688	3756
1177	13700	3745
1178	13712	3733
1179	13724	3721
1180	13735	3710
1181	13746	3698
1182	13758	3686
1183	13770	3675
1184	13782	3663
1185	13793	3651
1186	13805	3640
1187	13816	3628
1188	13828	3616
1189	13839	3605
1190	13850	3593
1191	13862	3581
1192	13873	3570
1193	13885	3558
1194	13896	3546
1195	13907	3535
1196	13919	3523
1197	13931	3511
1198	13942	3500
1199	13954	3488
1200	13965	3476
1201	13977	3465
1202	13988	3453
1203	14000	3441
1204	14012	3430
1205	14023	3418
1206	14035	3407
1207	14046	3395
1208	14058	3383
1209	14070	3372
1210	14081	3360
1211	14092	3348
1212	14104	3337
1213	14115	3325
1214	14127	3313
1215	14138	3302
1216	14150	3290
1217	14161	3278
1218	14173	3267
1219	14184	3255
1220	14195	3243
1221	14207	3232
1222	14218	3220
1223	14230	3208
1224	14241	3197
1225	14252	3185
1226	14264	3173
1227	14275	3162
1228	14286	3150
1229	14298	3138
1230	14310	3127
1231	14322	3115
1232	14333	3103
1233	14345	3092
1234	14357	3080
1235	14368	3069
1236	14379	3057
1237	14391	3045
1238	14402	3034
1239	14414	3022
1240	14426	3010
1241	14437	2999
1242	14449	2987
1243	14460	2975
1244	14472	2964
1245	14483	2952
1246	14495	2940
1247	14506	2929
1248	14517	2917
1249	14529	2905
1250	14540	2894
1251	14552	2882
1252	14564	2870
1253	14575	2859
1254	14587	2847
1255	14598	2836
1256	14610	2824
1257	14622	2812
1258	14633	2801
1259	14645	2789
1260	14656	2777
1261	14668	2766
1262	14679	2754
1263	14690	2742
1264	14702	2731
1265	14713	2719
1266	14725	2708
1267	14736	2696
1268	14748	2684
1269	14760	2673
1270	14771	2661
1271	14783	2649
1272	14794	2638
1273	14806	2626
1274	14817	2614
1275	14829	2603
1276	14840	2591
1277	14852	2579
1278	14863	2568
1279	14875	2556
1280	14886	2545
1281	14898	2533
1282	14909	2521
1283	14921	2510
1284	14933	2498
1285	14944	2486
1286	14956	2475
1287	14968	2463
1288	14980	2452
1289	14991	2440
1290	15003	2428
1291	15014	2417
1292	15025	2405
1293	15037	2393
1294	15048	2382
1295	15060	2370
1296	15071	2358
1297	15083	2347
1298	15094	2335
1299	15106	2324
1300	15117	2312
1301	15129	2300
1302	15140	2289
1303	15152	2277
1304	15164	2265
1305	15175	2254
1306	15187	2242
1307	15198	2230
1308	15209	2219
1309	15221	2207
1310	15232	2196
1311	15244	2184
1312	15255	2172
1313	15267	2161
1314	15278	2149
1315	15289	2137
1316	15301	2126
1317	15313	2114
1318	15325	2103
1319	15337	2091
1320	15349	2079
1321	15361	2068
1322	15372	2056
1323	15384	2045
1324	15396	2033
1325	15408	2021
1326	15419	2010
1327	15431	1998
1328	15443	1987
1329	15454	1975
1330	15466	1963
1331	15478	1952
1332	15489	1940
1333	15501	1928
1334	15512	1917
1335	15524	1905
1336	15535	1894
1337	15548	1882
1338	15560	1870
1339	15571	1859
1340	15583	1847
1341	15594	1836
1342	15606	1824
1343	15617	1812
1344	15629	1801
1345	15641	1789
1346	15652	1777
1347	15664	1766
1348	15675	1754
1349	15687	1743
1350	15699	1731
1351	15711	1719
1352	15722	1708
1353	15734	1696
1354	15746	1685
1355	15757	1673
1356	15769	1661
1357	15780	1650
1358	15792	1638
1359	15803	1626
1360	15815	1615
1361	15826	1603
1362	15838	1591
1363	15849	1580
1364	15861	1568
1365	15873	1557
1366	15884	1545
1367	15895	1533
1368	15907	1522
1369	15918	1510
1370	15930	1498
1371	15941	1487
1372	15953	1475
1373	15964	1464
1374	15976	1452
1375	15987	1440
1376	15999	1429
1377	16011	1417
1378	16022	1405
1379	16034	1394
1380	16046	1382
1381	16057	1371
1382	16069	1359
1383	16080	1347
1384	16091	1336
1385	16103	1324
1386	16114	1312
1387	16126	1301
1388	16137	1289
1389	16149	1277
1390	16160	1266
1391	16171	1254
1392	16183	1243
1393	16195	1231
1394	16206	1219
1395	16218	1208
1396	16229	1196
1397	16241	1184
1398	16252	1173
1399	16263	1161
1400	16275	1150
1401	16287	1138
1402	16298	1126
1403	16310	1115
1404	16321	1103
1405	16333	1091
1406	16344	1080
1407	16356	1068
1408	16367	1057
1409	16379	1045
1410	16390	1033
1411	16402	1022
1412	16413	1010
1413	16425	998
1414	16436	987
1415	16447	975
1416	16459	964
1417	16470	952
1418	16482	940
1419	16494	929
1420	16506	917
1421	16517	906
1422	16529	894
1423	16541	882
1424	16552	871
1425	16563	859
1426	16575	847
1427	16586	836
1428	16598	824
1429	16610	813
1430	16622	801
1431	16633	789
1432	16644	778
1433	16656	766
1434	16667	754
1435	16679	743
1436	16690	731
1437	16702	720
1438	16713	708
1439	16725	696
1440	16736	685
1441	16747	673
1442	16759	662
1443	16770	650
1444	16782	638
1445	16793	627
1446	16805	615
1447	16817	603
1448	16828	592
1449	16839	580
1450	16851	569
1451	16863	557
1452	16874	545
1453	16886	534
1454	16898	522
1455	16910	511
1456	16921	499
1457	16933	487
1458	16944	476
1459	16956	464
1460	16967	452
1461	16979	441
1462	16990	429
1463	17002	418
1464	17013	406
1465	17025	394
1466	17037	383
1467	17048	371
1468	17060	360
1469	17071	348
1470	17083	336
1471	17095	325
1472	17106	313
1473	17117	301
1474	17129	290
1475	17140	278
1476	17152	267
1477	17163	255
1478	17175	243
1479	17186	232
1480	17198	220
1481	17209	209
1482	17221	197
1483	17232	185
1484	17244	174
1485	17255	162
1486	17267	150
1487	17279	139
1488	17291	127
1489	17302	116
1490	17314	104
1491	17325	92
1492	17338	81
1493	17349	69
1494	17361	58
1495	17372	46
1496	17383	34
1497	17395	23
1498	17407	11
1499	17418	0
