iter	Logloss
205	0.4176278788
206	0.4173440233
207	0.4169882748
208	0.416678369
209	0.4163720944
210	0.4162196389
211	0.415920884
212	0.4155543053
213	0.4152403975
214	0.4151283512
215	0.4149062915
216	0.4143901007
217	0.414081755
218	0.4140747561
219	0.4137215372
220	0.413437741
221	0.4130064945
222	0.4127300091
223	0.412065131
224	0.4117277945
225	0.4114865831
226	0.4110294704
227	0.4107098855
228	0.4102352863
229	0.4098629508
230	0.4096039024
231	0.4093124654
232	0.4090421521
233	0.4087072738
234	0.4083859377
235	0.4078837184
236	0.4075318014
237	0.4072483907
238	0.4068558686
239	0.4065559646
240	0.4060773867
241	0.4057049278
242	0.4054082237
243	0.4049181435
244	0.4044599264
245	0.4041465792
246	0.4037863012
247	0.4034245806
248	0.4029871622
249	0.40265838
250	0.4022731392
251	0.40176881
252	0.4014183138
253	0.4012151548
254	0.4009738609
255	0.4007798174
256	0.4004417603
257	0.4003030747
258	0.399936793
259	0.3996511606
260	0.3994129451
261	0.3990707928
262	0.3984290934
263	0.3981681893
264	0.3978768737
265	0.3976021748
266	0.3972073654
267	0.3968791478
268	0.3965632123
269	0.3962941845
270	0.3960690881
271	0.3958355176
272	0.3955855273
273	0.3953430563
274	0.3949905975
275	0.3948767908
276	0.3946056034
277	0.3942126463
278	0.3940258545
279	0.3936270297
280	0.3932852063
281	0.3931329934
282	0.3928975155
283	0.3925063405
284	0.3922057927
285	0.3918992451
286	0.3914548602
287	0.3912362021
288	0.390946842
289	0.390854789
290	0.3906572289
291	0.3904559088
292	0.3901660748
293	0.3898660489
294	0.3894264118
295	0.3892678344
296	0.3889555415
297	0.3885087123
298	0.3881960768
299	0.387757431
300	0.3875957658
301	0.3871373835
302	0.3869495586
303	0.3868250521
304	0.3866265874
305	0.386619251
306	0.3865761402
307	0.386130195
308	0.3857736109
309	0.3856228757
310	0.3854203935
311	0.3852212893
312	0.3849307405
313	0.3847476044
314	0.3847376537
315	0.384627894
316	0.3845226713
317	0.3843583396
318	0.3839740346
319	0.3835734648
320	0.3833458536
321	0.3830569409
322	0.382639218
323	0.3822922373
324	0.3822776201
325	0.3818840823
326	0.3815723716
327	0.3814015662
328	0.381117641
329	0.3809872383
330	0.380695831
331	0.3803355628
332	0.3801858978
333	0.3798524248
334	0.3793867381
335	0.3791256172
336	0.3789029391
337	0.3787238572
338	0.3784697837
339	0.3781839803
340	0.3778634842
341	0.3773511639
342	0.377091471
343	0.3770296956
344	0.3766373184
345	0.3763544685
346	0.3760879587
347	0.3760057684
348	0.3756333386
349	0.3753585936
350	0.3749442064
351	0.3745306943
352	0.3743964615
353	0.3739249212
354	0.3735521851
355	0.3733578025
356	0.3728833555
357	0.3726101168
358	0.3723889922
359	0.371984037
360	0.3717170615
361	0.3714281795
362	0.3711076398
363	0.3707468549
364	0.3707336984
365	0.370414323
366	0.3700261928
367	0.3697809098
368	0.3695367648
369	0.3692268729
370	0.3689660946
371	0.3687892495
372	0.3683075836
373	0.3681744279
374	0.3679242433
375	0.3676623366
376	0.3674730291
377	0.3672078652
378	0.366894637
379	0.3668871717
380	0.3666879832
381	0.3663705497
382	0.3661694889
383	0.3658500521
384	0.3656976999
385	0.3654108148
386	0.3651405525
387	0.3646913545
388	0.3644659467
389	0.3642013032
390	0.3640275849
391	0.3636228392
392	0.3633528861
393	0.3628769081
394	0.3626662325
395	0.3622741587
396	0.3621659185
397	0.3619350128
398	0.3614626206
399	0.3612185937
400	0.3609072817
401	0.3606459064
402	0.3602965935
403	0.3600753873
404	0.3598072738
405	0.3594992147
406	0.3594794087
407	0.3592380388
408	0.3589137769
409	0.3587379437
410	0.3583951011
411	0.3580116788
412	0.3577022137
413	0.3573016021
414	0.3570519129
415	0.3567101989
416	0.3564813958
417	0.3561590214
418	0.3558975986
419	0.3556739045
420	0.3552868639
421	0.3550189503
422	0.3548468161
423	0.3545365357
424	0.3543145743
425	0.3541031471
426	0.3538561934
427	0.3535967667
428	0.3533312464
429	0.3530207381
430	0.3528371015
431	0.3525159671
432	0.3522813452
433	0.3521849607
434	0.3520237311
435	0.3517117507
436	0.3514359663
437	0.3510827296
438	0.3508995633
439	0.3507336553
440	0.35039928
441	0.3499388589
442	0.3496729517
443	0.3494725285
444	0.3491589521
445	0.3489774499
446	0.3486733858
447	0.3482853733
448	0.3481101315
449	0.3479357837
450	0.3476831288
451	0.3474884122
452	0.3473144579
453	0.3470946859
454	0.3468678793
455	0.3465327391
456	0.3463050736
457	0.3460662434
458	0.3457366228
459	0.3455705609
460	0.3452869144
461	0.345030715
462	0.344778096
463	0.3444847621
464	0.3441473747
465	0.3438263171
466	0.3437525605
467	0.3433424718
468	0.3430787792
469	0.3429062101
470	0.3428057319
471	0.3424892795
472	0.3422313791
473	0.3420161493
474	0.3416182953
475	0.3412696901
476	0.3408446912
477	0.3405648646
478	0.3403708795
479	0.3403066123
480	0.3400378317
481	0.3396470252
482	0.3394014421
483	0.3391217188
484	0.338816884
485	0.3386464745
486	0.3385690525
487	0.3383470941
488	0.3382629799
489	0.3380941927
490	0.3378587539
491	0.3377834937
492	0.3374949439
493	0.3374261542
494	0.3372273368
495	0.3370596085
496	0.3367703365
497	0.3365535953
498	0.336362084
499	0.336166201
500	0.3360918249
501	0.3359972555
502	0.3357933744
503	0.3355063659
504	0.3353167823
505	0.3351506273
506	0.3348321142
507	0.3347832611
508	0.334689555
509	0.3345577439
510	0.3342968378
511	0.3339884308
512	0.333859875
513	0.3336476429
514	0.3333231981
515	0.3332694909
516	0.3330752642
517	0.3329850229
518	0.332768904
519	0.3325650577
520	0.3323149165
521	0.3322037507
522	0.3320396653
523	0.3317328061
524	0.3314943802
525	0.3312201835
526	0.3311436211
527	0.3309741447
528	0.3308211464
529	0.3305621696
530	0.330288275
531	0.3300526005
532	0.329722714
533	0.3294597762
534	0.3290533324
535	0.3288180449
536	0.3285331677
537	0.3283513263
538	0.3281604288
539	0.3279879461
540	0.3277156587
541	0.3274999516
542	0.3272067213
543	0.3271993276
544	0.3269130106
545	0.3265188901
546	0.3263529157
547	0.3260368497
548	0.325867696
549	0.3257728457
550	0.3254546641
551	0.3252716056
552	0.3249369313
553	0.3245682815
554	0.3243181023
555	0.3238944212
556	0.3236731089
557	0.3233736962
558	0.3232675217
559	0.3230281065
560	0.3227701461
561	0.3225091129
562	0.3223912718
563	0.322156116
564	0.3219600675
565	0.3216538592
566	0.3214069931
567	0.3212385814
568	0.321052966
569	0.3208310264
570	0.3206099768
571	0.3203425935
572	0.3200656677
573	0.3199836274
574	0.3197315573
575	0.3194945973
576	0.3193226212
577	0.3190885671
578	0.3186669382
579	0.3183024192
580	0.3181354597
581	0.3179107266
582	0.3178285403
583	0.3175486314
584	0.3174081889
585	0.3171903447
586	0.31698178
587	0.3166780047
588	0.3165281759
589	0.3164939593
590	0.3163719623
591	0.3161807868
592	0.315889177
593	0.3156924457
594	0.3154447624
595	0.3152336518
596	0.3149967547
597	0.3145164048
598	0.3145096121
599	0.3143036615
600	0.3139441032
601	0.3136278113
602	0.3135016637
603	0.3133740163
604	0.3131717844
605	0.3128544668
606	0.3126132067
607	0.3122580877
608	0.3120066415
609	0.3117583145
610	0.3114892101
611	0.3112762976
612	0.311038601
613	0.3109484302
614	0.3108899015
615	0.3108491067
616	0.3104554346
617	0.3102788388
618	0.3100656421
619	0.3098566839
620	0.3096166792
621	0.3094520099
622	0.3093083844
623	0.3090357068
624	0.3087963861
625	0.3085640721
626	0.3081955751
627	0.3080193278
628	0.3077943382
629	0.3077586266
630	0.3075597816
631	0.3073361362
632	0.3071486678
633	0.3068011915
634	0.3064995511
635	0.3062479632
636	0.306084662
637	0.3057755337
638	0.3057020258
639	0.3054169819
640	0.305251266
641	0.3051597665
642	0.3048443003
643	0.304544571
644	0.3043747257
645	0.3043542785
646	0.3041601356
647	0.3039573959
648	0.3036516831
649	0.3035611843
650	0.3034041512
651	0.3031653867
652	0.3029803812
653	0.3028294587
654	0.302604553
655	0.3024539558
656	0.3022763227
657	0.3020364447
658	0.3019068063
659	0.3017907857
660	0.3017290958
661	0.3014883562
662	0.3011172731
663	0.3008655943
664	0.3006794168
665	0.3006113724
666	0.3003834529
667	0.3000887827
668	0.2999492671
669	0.2997287756
670	0.2995357903
671	0.2993332897
672	0.2992098351
673	0.2988601455
674	0.2986593264
675	0.2984300392
676	0.298295083
677	0.2981909362
678	0.2979293414
679	0.2976462268
680	0.2974994366
681	0.2971990145
682	0.2968520093
683	0.2967380345
684	0.2965193308
685	0.2962872361
686	0.2961362527
687	0.2959562132
688	0.2956786121
689	0.2955651043
690	0.2952919725
691	0.2951150293
692	0.2949167209
693	0.2947031673
694	0.2945540533
695	0.2944951508
696	0.2942803455
697	0.2940522778
698	0.2938253619
699	0.2937097745
700	0.2935262291
701	0.2932371287
702	0.2930410405
703	0.2929771484
704	0.292745272
705	0.2925801401
706	0.2923189549
707	0.291991431
708	0.2918497191
709	0.2916736721
710	0.2916369457
711	0.2915880115
712	0.2913869585
713	0.2912006062
714	0.2909400743
715	0.2907443595
716	0.2906482332
717	0.2905266564
718	0.2903788978
719	0.2900386301
720	0.2898689997
721	0.2896414187
722	0.2894700015
723	0.2891632489
724	0.2889363212
725	0.2886404744
726	0.2884119308
727	0.2881381609
728	0.2879603081
729	0.2879337849
730	0.287810417
731	0.2875080234
732	0.287378604
733	0.2872046604
734	0.286890594
735	0.2868375573
736	0.286588739
737	0.2863971094
738	0.2862289389
739	0.2860769725
740	0.2858488338
741	0.2855951161
742	0.2854242895
743	0.2852621925
744	0.2851712286
745	0.2849261752
746	0.2847393846
747	0.2845715404
748	0.284398027
749	0.2840888974
750	0.2838799166
751	0.2836792626
752	0.2833639576
753	0.2831405278
754	0.2829753059
755	0.282896827
756	0.2826286615
757	0.2824561325
758	0.282315848
759	0.2821307403
760	0.282012477
761	0.2819505777
762	0.2818350881
763	0.28166162
764	0.2814040067
765	0.2812941577
766	0.2810096193
767	0.2808676091
768	0.2806002589
769	0.2803779195
770	0.2801324089
771	0.2799932764
772	0.279820958
773	0.2796078643
774	0.2794622751
775	0.2793315807
776	0.2789610222
777	0.2787845386
778	0.2785654107
779	0.2782459432
780	0.2779493852
781	0.2778152092
782	0.2775535422
783	0.2772932543
784	0.277073772
785	0.2769731338
786	0.2767574293
787	0.2766119322
788	0.2765397943
789	0.2764117244
790	0.2761873642
791	0.2761173528
792	0.2758700174
793	0.2756639354
794	0.2755573028
795	0.2753573281
796	0.2751455695
797	0.2750575013
798	0.2748025212
799	0.2746749937
800	0.2746151753
801	0.274447918
802	0.2742299348
803	0.2740964227
804	0.2738558815
805	0.2737249174
806	0.2736300986
807	0.2734371
808	0.2733849876
809	0.273242723
810	0.2730931062
811	0.2729271361
812	0.2727351598
813	0.272582976
814	0.2722717512
815	0.2720552811
816	0.2719052119
817	0.2716477079
818	0.2715070384
819	0.2713260003
820	0.2710790824
821	0.2709843931
822	0.2706265937
823	0.2703545774
824	0.2701242445
825	0.2699120438
826	0.2696488464
827	0.2695792888
828	0.2694641048
829	0.2692979206
830	0.2691931987
831	0.2689007131
832	0.2688256971
833	0.2686882843
834	0.2686087252
835	0.2684445496
836	0.2680886667
837	0.2679025641
838	0.2678234185
839	0.2675630765
840	0.267336692
841	0.2670667227
842	0.2670142236
843	0.2667613279
844	0.2665474768
845	0.266348375
846	0.2661147613
847	0.2659403951
848	0.2657774509
849	0.2656739584
850	0.265303749
851	0.2650233741
852	0.264868722
853	0.2647797495
854	0.2644993608
855	0.2643117962
856	0.2640741322
857	0.2640201428
858	0.2639614853
859	0.26366068
860	0.2634716169
861	0.2632047705
862	0.2630788677
863	0.2627597306
864	0.2626347947
865	0.2624829593
866	0.2622970685
867	0.2621506361
868	0.2620192725
869	0.2619370559
870	0.2618538161
871	0.2617325309
872	0.2614416266
873	0.2613842538
874	0.2611319363
875	0.2609984942
876	0.2608271434
877	0.2605712949
878	0.2602668295
879	0.2601334941
880	0.2599755163
881	0.2598384098
882	0.2596291252
883	0.2595366985
884	0.259359896
885	0.2591209934
886	0.2589581852
887	0.2588302289
888	0.2587465203
889	0.2586545276
890	0.2584972889
891	0.2583142489
892	0.2581996983
893	0.2580475421
894	0.257965071
895	0.2577893951
896	0.2576942356
897	0.2574584027
898	0.2573906387
899	0.2571858662
900	0.2569480282
901	0.256801287
902	0.256747246
903	0.2566140133
904	0.256521588
905	0.2564419345
906	0.2562615315
907	0.2561746484
908	0.2560004302
909	0.2558987635
910	0.2557545313
911	0.2556087836
912	0.255478496
913	0.255240554
914	0.2551231415
915	0.254990342
916	0.2547730373
917	0.2546154896
918	0.2544287523
919	0.2543172172
920	0.2541088111
921	0.2539041513
922	0.2538018928
923	0.2536527745
924	0.2536468192
925	0.2535309714
926	0.253430366
927	0.2532083443
928	0.2530559076
929	0.2529244058
930	0.2528018673
931	0.2526107559
932	0.2524296963
933	0.2522852933
934	0.2519739694
935	0.2517226833
936	0.2515960187
937	0.2515010118
938	0.2513868339
939	0.2512126155
940	0.2511100657
941	0.2509453518
942	0.2507628699
943	0.2506012753
944	0.250485175
945	0.2503055163
946	0.2501737023
947	0.2499512529
948	0.2497658171
949	0.2496594677
950	0.2495783223
951	0.2493159496
952	0.249186832
953	0.2489766105
954	0.248811389
955	0.2485531886
956	0.248404168
957	0.2483042625
958	0.2481194267
959	0.2476957446
960	0.2475346598
961	0.2473541559
962	0.2470502115
963	0.246761862
964	0.2465995326
965	0.2463252442
966	0.2461873452
967	0.2460252369
968	0.2458967102
969	0.2458170525
970	0.245618536
971	0.2454002254
972	0.2452062074
973	0.2450950585
974	0.2450924448
975	0.2449557288
976	0.2447900674
977	0.2446268895
978	0.2445329951
979	0.2442827777
980	0.2441257499
981	0.2438618245
982	0.2437732911
983	0.2437110504
984	0.243531246
985	0.2433629566
986	0.2431797313
987	0.2430179593
988	0.2428249078
989	0.2426626202
990	0.2426195893
991	0.2424828913
992	0.2422438124
993	0.242146492
994	0.2420055007
995	0.2416864117
996	0.2416502034
997	0.2415535552
998	0.2414132936
999	0.2412200906
